sentence,ents_old,ents,entity
"Harry well remembered putting it on, 
exactly one year ago, and waiting, petrified, for its 
decision as it muttered aloud in his ear.",['Harry'],['Harry'],['Harry Potter']
"For a few 
horrible seconds he had feared that the hat was going 
to put him in Slytherin, the House that had turned 
out more Dark witches and wizards than any other — 
but he had ended up in Gryffindor, along with Ron, 
Hermione, and the rest of the Weasleys.","['Slytherin', 'House', 'Gryffindor', 'Ron', 'Hermione', 'Weasleys']","['Slytherin', 'House', 'Gryffindor', 'Ron', 'Hermione', 'Weasleys']","['Ron Weasley', 'Hermione Granger']"
"Last term, 
Harry and Ron had helped Gryffindor win the House 
Championship, beating Slytherin for the first time in 
seven years.","['Harry', 'Ron', 'Gryffindor', 'House', 'Slytherin']","['Harry', 'Ron', 'Gryffindor', 'House', 'Slytherin']","['Harry Potter', 'Ron Weasley']"
"A very small, mousy-haired boy had been called 
forward to place the hat on his head.",[],[],[]
"Harry’s eyes 
wandered past him to where Professor Dumbledore, 
the headmaster, sat watching the Sorting from the 
staff table, his long silver beard and half-moon 
glasses shining brightly in the candlelight.","['Harry', 'Professor Dumbledore']","['Harry', 'Dumbledore']","['Harry Potter', 'Albus Dumbledore']"
"Several 
seats along, Harry saw Gilderoy Lockhart, dressed in 
robes of aquamarine.","['Harry', 'Gilderoy Lockhart']","['Harry', 'Gilderoy Lockhart']","['Harry Potter', 'Gilderoy Lockhart']"
"And there at the end was 
Hagrid, huge and hairy, drinking deeply from his 
goblet.",['Hagrid'],['Hagrid'],['Rubeus Hagrid']
“Hang on ...” Harry muttered to Ron.,"['Hang', 'Harry', 'Ron']","['Hang', 'Harry', 'Ron']","['Harry Potter', 'Ron Weasley']"
"“There’s an 
empty chair at the staff table.",[],[],[]
"... Where’s Snape?” 

Professor Severus Snape was Harry’s least favorite 
teacher.","['Snape', 'Snape Harry']","['Snape', 'Snape Harry']",['Severus Snape']
"Harry also happened to be Snape ’s least 
favorite student.","['Harry', 'Snape']","['Harry', 'Snape']","['Harry Potter', 'Severus Snape']"
"Cruel, sarcastic, and disliked by 
everybody except the students from his own House 
(Slytherin), Snape taught Potions.","['Cruel', 'House', 'Slytherin', 'Snape']","['Cruel', 'House', 'Slytherin', 'Snape']",['Severus Snape']
“Maybe he’s ill!” said Ron hopefully.,['Ron'],['Ron'],['Ron Weasley']
"“Maybe he’s left,” said Harry, “because he missed out 
on the Defense Against the Dark Arts job again).” 

“Or he might have been sacked).” said Ron 
enthusiastically.","['Harry', 'Defense', 'Dark Arts', 'Ron']","['Harry', 'Defense', 'Dark Arts', 'Ron']","['Harry Potter', 'Ron Weasley']"
"“I mean, everyone hates him — ” 

“Or maybe,” said a very cold voice right behind them, 
“he’s waiting to hear why you two didn’t arrive on the 
school train.” 

Harry spun around.",['Harry'],['Harry'],['Harry Potter']
"There, his black robes rippling in 
a cold breeze, stood Severus Snape.",['Severus Snape'],['Severus Snape'],['Severus Snape']
"He was a thin 
man with sallow skin, a hooked nose, and greasy, 
shoulder-length black hair, and at this moment, he 
was smiling in a way that told Harry he and Ron were 
in very deep trouble.","['Harry', 'Ron']","['Harry', 'Ron']","['Harry Potter', 'Ron Weasley']"
"“Follow me,” said Snape.",['Snape'],['Snape'],['Severus Snape']
"Not daring even to look at each other, Harry and Ron 
followed Snape up the steps into the vast, echoing 
entrance hall, which was lit with flaming torches.","['Harry', 'Ron', 'Snape']","['Harry', 'Ron', 'Snape']","['Harry Potter', 'Ron Weasley', 'Severus Snape']"
"A 
delicious smell of food was wafting from the Great 
Hall, but Snape led them away from the warmth and 
light, down a narrow stone staircase that led into the 
dungeons.","['Great Hall', 'Snape']","['Great Hall', 'Snape']",['Severus Snape']
"“In!” he said, opening a door halfway down the cold 
passageway and pointing.",[],[],[]
"They entered Snape’s office, shivering.",['Snape'],['Snape'],['Severus Snape']
"The shadowy 
walls were lined with shelves of large glass jars, in 
which floated all manner of revolting things Harry 
didn’t really want to know the name of at the 
moment.",['Harry'],['Harry'],['Harry Potter']
The fireplace was dark and empty.,[],[],[]
"Snape 
closed the door and turned to look at them.",['Snape'],['Snape'],['Severus Snape']
"“So,” he said softly, “the train isn’t good enough for 
the famous Harry Potter and his faithful sidekick, 
Weasley.","['Harry Potter', 'Weasley']","['Harry Potter', 'Weasley']","['Harry Potter', 'Ron Weasley']"
"Wanted to arrive with a bang, did we, boys?” 

“No, sir, it was the barrier at King’s Cross, it — ” 

“Silence!” said Snape coldly.","['No', 'King', 'Cross', 'Snape']","['No', 'King', 'Cross', 'Snape']",['Severus Snape']
"“What have you done 
with the car?” 

Ron gulped.",['Ron'],['Ron'],['Ron Weasley']
"This wasn’t the first time Snape had 
given Harry the impression of being able to read 
minds.","['Snape', 'Harry']","['Snape', 'Harry']","['Severus Snape', 'Harry Potter']"
"But a moment later, he understood, as Snape 
unrolled today’s issue of the Evening Prophet 

“You were seen,” he hissed, showing them the 
headline: FLYING FORD ANGLIA MYSTIFIES 
MUGGLES.","['Snape', 'FORD']","['Snape', 'FORD']",['Severus Snape']
"He began to read aloud: “Two Muggles in 
London, convinced they saw an old car flying over the 
Post Office tower ... at noon in Norfolk, Mrs. Hetty 
Bayliss, while hanging out her washing ... Mr. Angus 
Fleet, of Peebles, reported to police ... Six or seven 
Muggles in all.","['London', 'Post', 'Norfolk', 'Hetty Bayliss', 'Mr. Angus Fleet', 'Peebles']","['London', 'Post', 'Norfolk', 'Hetty Bayliss', 'Angus Fleet', 'Peebles']","['Hetty Bayliss', 'Angus Fleet']"
"I believe your father works in the 
Misuse of Muggle Artifacts Office?” he said, looking 
up at Ron and smiling still more nastily.","['Misuse', 'Muggle Artifacts', 'Ron']","['Misuse', 'Muggle Artifacts', 'Ron']",['Ron Weasley']
"“Dear, dear 
... his own son ...” 

Harry felt as though he’d just been walloped in the 
stomach by one of the mad tree’s larger branches.",['Harry'],['Harry'],['Harry Potter']
"If 
anyone found out Mr. Weasley had bewitched the car 
...he hadn’t thought of that.",['Mr. Weasley'],['Weasley'],['Ron Weasley']
"... 

“I noticed, in my search of the park, that considerable 
damage seems to have been done to a very valuable 
Whomping Willow,” Snape went on.","['Willow', 'Snape']","['Willow', 'Snape']",['Severus Snape']
"“That tree did more damage to us than we — ” Ron 
blurted out.",['Ron'],['Ron'],['Ron Weasley']
“Silence!” snapped Snape again.,['Snape'],['Snape'],['Severus Snape']
"“Most unfortunately, 
you are not in my House and the decision to expel 
you does not rest with me.",['House'],['House'],[]
"I shall go and fetch the 
people who do have that happy power.",[],[],[]
"You will wait 
here.” 

Harry and Ron stared at each other, white-faced.","['Harry', 'Ron']","['Harry', 'Ron']","['Harry Potter', 'Ron Weasley']"
Harry didn’t feel hungry anymore.,['Harry'],['Harry'],['Harry Potter']
"He now felt 
extremely sick.",[],[],[]
"He tried not to look at a large, slimy 
something suspended in green liquid on a shelf 
behind Snape ’s desk.",['Snape'],['Snape'],['Severus Snape']
"If Snape had gone to fetch 
Professor McGonagall, head of Gryffindor House, they 
were hardly any better off.","['Snape', 'Professor McGonagall', 'Gryffindor House']","['Snape', 'McGonagall', 'Gryffindor House']","['Severus Snape', 'Minerva McGonagall']"
"She might be fairer than 
Snape, but she was still extremely strict.",['Snape'],['Snape'],['Severus Snape']
"Ten minutes later, Snape returned, and sure enough 
it was Professor McGonagall who accompanied him.",['Snape'],['Snape'],['Severus Snape']
"Harry had seen Professor McGonagall angry on 
several occasions, but either he had forgotten just 
how thin her mouth could go, or he had never seen 
her this angry before.","['Harry', 'Professor McGonagall']","['Harry', 'McGonagall']","['Harry Potter', 'Minerva McGonagall']"
"She raised her wand the 
moment she entered; Harry and Ron both flinched, 
but she merely pointed it at the empty fireplace, 
where flames suddenly erupted.","['Harry', 'Ron']","['Harry', 'Ron']","['Harry Potter', 'Ron Weasley']"
"“Sit,” she said, and they both backed into chairs by 
the fire.",[],[],[]
"“Explain,” she said, her glasses glinting ominously.",['Explain'],['Explain'],[]
"Ron launched into the story, starting with the barrier 
at the station refusing to let them through.",['Ron'],['Ron'],['Ron Weasley']
"“ — so we had no choice, Professor, we couldn’t get on 
the train.” 

“Why didn’t you send us a letter by owl?",['Professor'],['Professor'],[]
"I believe you 
have an owl?” Professor McGonagall said coldly to 
Harry.","['McGonagall', 'Harry']","['McGonagall', 'Harry']","['Minerva McGonagall', 'Harry Potter']"
Harry gaped at her.,['Harry'],['Harry'],['Harry Potter']
"Now she’d said it, that seemed 
the obvious thing to have done.",[],[],[]
"“I — I didn’t think — ” 

“That,” said Professor McGonagall, “is obvious.” 

There was a knock on the office door and Snape, now 
looking happier than ever, opened it.","['Professor McGonagall', 'Snape']","['McGonagall', 'Snape']","['Minerva McGonagall', 'Severus Snape']"
"There stood the 
headmaster, Professor Dumbledore.",['Professor Dumbledore'],['Dumbledore'],['Albus Dumbledore']
Harry’s whole body went numb.,['Harry'],['Harry'],['Harry Potter']
"Dumbledore was 
looking unusually grave.",['Dumbledore'],['Dumbledore'],['Albus Dumbledore']
"He stared down his very 
crooked nose at them, and Harry suddenly found 
himself wishing he and Ron were still being beaten up 
by the Whomping Willow.","['Harry', 'Ron']","['Harry', 'Ron']","['Harry Potter', 'Ron Weasley']"
There was a long silence.,[],[],[]
"Then Dumbledore said, 
“Please explain why you did this.” 

It would have been better if he had shouted.",['Dumbledore'],['Dumbledore'],['Albus Dumbledore']
"Harry 
hated the disappointment in his voice.",['Harry'],['Harry'],['Harry Potter']
"For some 
reason, he was unable to look Dumbledore in the 
eyes, and spoke instead to his knees.",['Dumbledore'],['Dumbledore'],['Albus Dumbledore']
"He told 
Dumbledore everything except that Mr. Weasley 
owned the bewitched car, making it sound as though 
he and Ron had happened to find a flying car parked 
outside the station.","['Dumbledore', 'Mr. Weasley', 'Ron']","['Dumbledore', 'Weasley', 'Ron']","['Albus Dumbledore', 'Ron Weasley', 'Ron Weasley']"
"He knew Dumbledore would see 
through this at once, but Dumbledore asked no 
questions about the car.",['Dumbledore'],['Dumbledore'],['Albus Dumbledore']
"When Harry had finished, he 
merely continued to peer at them through his 
spectacles.",['Harry'],['Harry'],['Harry Potter']
"“Well go and get our stuff,” said Ron in a hopeless 
sort of voice.",['Ron'],['Ron'],['Ron Weasley']
"“What are you talking about, Weasley?” barked 
Professor McGonagall.","['Weasley', 'Professor McGonagall']","['Weasley', 'McGonagall']","['Ron Weasley', 'Minerva McGonagall']"
"“Well, you’re expelling us, aren’t you?” said Ron.",['Ron'],['Ron'],['Ron Weasley']
Harry looked quickly at Dumbledore.,"['Harry', 'Dumbledore']","['Harry', 'Dumbledore']","['Harry Potter', 'Albus Dumbledore']"
"“Not today, Mr. Weasley,” said Dumbledore.","['Mr. Weasley', 'Dumbledore']","['Weasley', 'Dumbledore']","['Ron Weasley', 'Albus Dumbledore']"
"“But I 
must impress upon both of you the seriousness of 
what you have done.",[],[],[]
"I will be writing to both your 
families tonight.",[],[],[]
"I must also warn you that if you do 
anything like this again, I will have no choice but to 
expel you.” 

Snape looked as though Christmas had been 
canceled.","['Snape', 'Christmas']","['Snape', 'Christmas']",['Severus Snape']
"He cleared his throat and said, “Professor 
Dumbledore, these boys have flouted the Decree for 
the Restriction of Underage Wizardry, caused serious 
damage to an old and valuable tree — surely acts of 
this nature — ” 

“It will be for Professor McGonagall to decide on these 
boys’ punishments, Severus,” said Dumbledore 
calmly.","['Underage Wizardry', 'Professor', 'Severus', 'Dumbledore']","['Underage Wizardry', 'Professor', 'Severus', 'Dumbledore']","['Severus Snape', 'Albus Dumbledore']"
"“They are in her House and are therefore her 
responsibility.” He turned to Professor McGonagall.",['House'],['House'],[]
"“I 
must go back to the feast, Minerva, I’ve got to give out 
a few notices.",['Minerva'],['Minerva'],['Minerva McGonagall']
"Come, Severus, there’s a delicious- 
looking custard tart I want to sample — ” 

Snape shot a look of pure venom at Harry and Ron as 
he allowed himself to be swept out of his office, 
leaving them alone with Professor McGonagall, who 
was still eyeing them like a wrathful eagle.","['Come', 'Severus', 'Snape', 'Harry', 'Ron', 'Professor McGonagall']","['Come', 'Severus', 'Snape', 'Harry', 'Ron', 'McGonagall']","['Severus Snape', 'Severus Snape', 'Harry Potter', 'Ron Weasley', 'Minerva McGonagall']"
"“You’d better get along to the hospital wing, Weasley, 
you’re bleeding.” 

“Not much,” said Ron, hastily wiping the cut over his 
eye with his sleeve.","['Weasley', 'Ron']","['Weasley', 'Ron']","['Ron Weasley', 'Ron Weasley']"
"“Professor, I wanted to watch my 
sister being Sorted — ” 







“The Sorting Ceremony is over,” said Professor 
McGonagall.","['Sorting Ceremony', 'Professor McGonagall']","['Sorting Ceremony', 'McGonagall']",['Minerva McGonagall']
"“Your sister is also in Gryffindor.” 

“Oh, good,” said Ron.",['Ron'],['Ron'],['Ron Weasley']
"“And speaking of Gryffindor — ” Professor McGonagall 
said sharply, but Harry cut in: “Professor, when we 
took the car, term hadn’t started, so — so Gryffindor 
shouldn’t really have points taken from it — should 
it?” he finished, watching her anxiously.","['Gryffindor', 'McGonagall', 'Harry']","['Gryffindor', 'McGonagall', 'Harry']","['Minerva McGonagall', 'Harry Potter']"
"Professor McGonagall gave him a piercing look, but 
he was sure she had almost smiled.",[],[],[]
"Her mouth 
looked less thin, anyway.",[],[],[]
"“I will not take any points from Gryffindor,” she said, 
and Harry’s heart lightened considerably.","['Gryffindor', 'Harry']","['Gryffindor', 'Harry']",['Harry Potter']
"“But you 
will both get a detention.” 

It was better than Harry had expected.",['Harry'],['Harry'],['Harry Potter']
"As for 
Dumbledore’s writing to the Dursleys, that was 
nothing.","['Dumbledore', 'Dursleys']","['Dumbledore', 'Dursleys']",['Albus Dumbledore']
"Harry knew perfectly well they’d just be 
disappointed that the Whomping Willow hadn’t 
squashed him flat.","['Harry', 'Willow']","['Harry', 'Willow']",['Harry Potter']
"Professor McGonagall raised her wand again and 
pointed it at Snape’s desk.",['Snape'],['Snape'],['Severus Snape']
"A large plate of 
sandwiches, two silver goblets, and a jug of iced 
pumpkin juice appeared with a pop.",[],[],[]
"“You will eat in here and then go straight up to your 
dormitory,” she said.",[],[],[]
"“I must also return to the feast.” 

When the door had closed behind her, Ron let out a 
long, low whistle.",['Ron'],['Ron'],['Ron Weasley']
"“I thought we’d had it,” he said, grabbing a sandwich.",[],[],[]
"“So did I,” said Harry, taking one, too.",['Harry'],['Harry'],['Harry Potter']
"“Can you believe our luck, though?” said Ron thickly 
through a mouthful of chicken and ham.",['Ron'],['Ron'],['Ron Weasley']
"“Fred and 
George must’ve flown that car five or six times and no 
Muggle ever saw them.” He swallowed and took 
another huge bite.","['Fred', 'George']","['Fred', 'George']","['Fred Weasley', 'George Weasley']"
"“Why couldn’t we get through the 
barrier?” 

Harry shrugged.",['Harry'],['Harry'],['Harry Potter']
"“We’ll have to watch our step from 
now on, though,” he said, taking a grateful swig of 
pumpkin juice.",[],[],[]
"“Wish we could’ve gone up to the 
feast.",[],[],[]
"...” 

“She didn’t want us showing off,” said Ron sagely.",['Ron'],['Ron'],['Ron Weasley']
"“Doesn’t want people to think it’s clever, arriving by 
flying car.” 

When they had eaten as many sandwiches as they 
could (the plate kept refilling itself), they rose and left 
the office, treading the familiar path to Gryffindor 
Tower.","['Doesn', 'Gryffindor Tower']","['Doesn', 'Gryffindor Tower']",[]
"The castle was quiet; it seemed that the feast 
was over.",[],[],[]
"They walked past muttering portraits and 
creaking suits of armor, and climbed narrow flights of 
stone stairs, until at last they reached the passage 
where the secret entrance to Gryffindor Tower was 
hidden, behind an oil painting of a very fat woman in 
a pink silk dress.",['Gryffindor Tower'],['Gryffindor Tower'],[]
“Password?” she said as they approached.,['Password'],['Password'],[]
“Er — ” said Harry.,['Harry'],['Harry'],['Harry Potter']
"They didn’t know the new year’s password, not having 
met a Gryffindor prefect yet, but help came almost 
immediately; they heard hurrying feet behind them 
and turned to see Hermione dashing toward them.","['Gryffindor', 'Hermione']","['Gryffindor', 'Hermione']",['Hermione Granger']
“There you are!,[],[],[]
Where have you been?,[],[],[]
"The most 
ridiculous rumors — someone said you’d been 
expelled for crashing a flying car — ” 





“Well, we haven’t been expelled,” Harry assured her.",['Harry'],['Harry'],['Harry Potter']
"“You’re not telling me you did fly here?” said 
Hermione, sounding almost as severe as Professor 
McGonagall.","['Hermione', 'Professor']","['Hermione', 'Professor']",['Hermione Granger']
"“Skip the lecture,” said Ron impatiently, “and tell us 
the new password.” 

“It’s ‘wattlebird,’ ” said Hermione impatiently, “but 
that’s not the point — ” 

Her words were cut short, however, as the portrait of 
the fat lady swung open and there was a sudden 
storm of clapping.","['Ron', 'Hermione']","['Ron', 'Hermione']","['Ron Weasley', 'Hermione Granger']"
"It looked as though the whole of 
Gryffindor House was still awake, packed into the 
circular common room, standing on the lopsided 
tables and squashy armchairs, waiting for them to 
arrive.",['Gryffindor House'],['Gryffindor House'],[]
"Arms reached through the portrait hole to pull 
Harry and Ron inside, leaving Hermione to scramble 
in after them.","['Arms', 'Harry', 'Ron']","['Arms', 'Harry', 'Ron']","['Harry Potter', 'Ron Weasley']"
“Brilliant!” yelled Lee Jordan.,['Lee Jordan'],['Lee Jordan'],['Lee Jordan']
“Inspired!,[],[],[]
"What an 
entrance!",[],[],[]
"Flying a car right into the Whomping 
Willow, people’ll be talking about that one for years — 



“Good for you,” said a fifth year Harry had never 
spoken to; someone was patting him on the back as 
though he’d just won a marathon; Fred and George 
pushed their way to the front of the crowd and said 
together, “Why couldn’t we’ve come in the car, eh?” 
Ron was scarlet in the face, grinning embarrassedly, 
but Harry could see one person who didn’t look happy 
at all.","['Willow', 'Harry', 'Fred', 'George', 'Ron']","['Willow', 'Harry', 'Fred', 'George', 'Ron']","['Harry Potter', 'Fred Weasley', 'George Weasley', 'Ron Weasley']"
"Percy was visible over the heads of some 
excited first years, and he seemed to be trying to get 
near enough to start telling them off.",['Percy'],['Percy'],['Percy Weasley']
"Harry nudged 
Ron in the ribs and nodded in Percy’s direction.","['Harry', 'Ron', 'Percy']","['Harry', 'Ron', 'Percy']","['Harry Potter', 'Ron Weasley', 'Percy Weasley']"
"Ron 
got the point at once.",['Ron'],['Ron'],['Ron Weasley']
"“Got to get upstairs — bit tired,” he said, and the two 
of them started pushing their way toward the door on 
the other side of the room, which led to a spiral 
staircase and the dormitories.",[],[],[]
"“ ’Night,” Harry called back to Hermione, who was 
wearing a scowl just like Percy’s.","['Night', 'Harry', 'Hermione', 'Percy']","['Night', 'Harry', 'Hermione', 'Percy']","['Harry Potter', 'Hermione Granger', 'Percy Weasley']"
"They managed to get to the other side of the common 
room, still having their backs slapped, and gained the 
peace of the staircase.",[],[],[]
"They hurried up it, right to the 
top, and at last reached the door of their old 
dormitory, which now had a sign on it saying 
SECOND YEARS.",['SECOND'],['SECOND'],[]
"They entered the familiar, circular 
room, with its five four-posters hung with red velvet 
and its high, narrow windows.",[],[],[]
"Their trunks had been 
brought up for them and stood at the ends of their 
beds.",[],[],[]
Ron grinned guiltily at Harry.,"['Ron', 'Harry']","['Ron', 'Harry']","['Ron Weasley', 'Harry Potter']"
"“I know I shouldn’t ’ve enjoyed that or anything, but — 



The dormitory door flew open and in came the other 
second year Gryffindor boys, Seamus Finnigan, Dean 
Thomas, and Neville Longbottom.","['Gryffindor', 'Seamus Finnigan', 'Dean Thomas', 'Neville Longbottom']","['Gryffindor', 'Seamus Finnigan', 'Dean Thomas', 'Neville Longbottom']","['Seamus Finnigan', 'Dean Thomas', 'Neville Longbottom']"
“Unbelievablel” beamed Seamus.,['Seamus'],['Seamus'],['Seamus Finnigan']
"“Cool,” said Dean.",['Dean'],['Dean'],['Dean Thomas']
"“Amazing,” said Neville, awestruck.",['Neville'],['Neville'],['Neville Longbottom']
Harry couldn’t help it.,['Harry'],['Harry'],['Harry Potter']
"He grinned, too.",[],[],[]
"6 




GILDEROY LOCKHART 

The next day, however, Harry barely grinned once.","['GILDEROY', 'Harry']","['GILDEROY', 'Harry']",['Harry Potter']
"Things started to go downhill from breakfast in the 
Great Hall.",['Great Hall'],['Great Hall'],[]
"The four long House tables were laden 
with tureens of porridge, plates of kippers, mountains 
of toast, and dishes of eggs and bacon, beneath the 
enchanted ceiling (today, a dull, cloudy gray).",['House'],['House'],[]
"Harry 
and Ron sat down at the Gryffindor table next to 
Hermione, who had her copy of Voyages with 
Vampires propped open against a milk jug.","['Harry', 'Ron', 'Gryffindor', 'Hermione', 'Vampires']","['Harry', 'Ron', 'Gryffindor', 'Hermione', 'Vampires']","['Harry Potter', 'Ron Weasley', 'Hermione Granger']"
"There was 
a slight stiffness in the way she said “ ’Morning,” 
which told Harry that she was still disapproving of the 
way they had arrived.",['Harry'],['Harry'],['Harry Potter']
"Neville Longbottom, on the 
other hand, greeted them cheerfully.",['Neville Longbottom'],['Neville Longbottom'],['Neville Longbottom']
"Neville was a 
round-faced and accident-prone boy with the worst 
memory of anyone Harry had ever met.","['Neville', 'Harry']","['Neville', 'Harry']","['Neville Longbottom', 'Harry Potter']"
"“Mail’s due any minute — I think Gran’s sending a 
few things I forgot.” 

Harry had only just started his porridge when, sure 
enough, there was a rushing sound overhead and a 
hundred or so owls streamed in, circling the hall and 




dropping letters and packages into the chattering 
crowd.","['Gran', 'Harry']","['Gran', 'Harry']",['Harry Potter']
"A big, lumpy package bounced off Neville’s 
head and, a second later, something large and gray 
fell into Hermione’s jug, spraying them all with milk 
and feathers.","['Neville', 'Hermione']","['Neville', 'Hermione']","['Neville Longbottom', 'Hermione Granger']"
"“Errol\” said Ron, pulling the bedraggled owl out by 
the feet.",['Ron'],['Ron'],['Ron Weasley']
"Errol slumped, unconscious, onto the table, 
his legs in the air and a damp red envelope in his 
beak.",['Errol'],['Errol'],['Errol']
"“Oh, no — ” Ron gasped.",['Ron'],['Ron'],['Ron Weasley']
"“It’s all right, he’s still alive,” said Hermione, prodding 
Errol gently with the tip of her finger.","['Hermione', 'Errol']","['Hermione', 'Errol']","['Hermione Granger', 'Errol']"
"“It’s not that — it’s that.” 

Ron was pointing at the red envelope.",['Ron'],['Ron'],['Ron Weasley']
"It looked quite 
ordinary to Harry, but Ron and Neville were both 
looking at it as though they expected it to explode.","['Harry', 'Ron', 'Neville']","['Harry', 'Ron', 'Neville']","['Harry Potter', 'Ron Weasley', 'Neville Longbottom']"
“What’s the matter?” said Harry.,['Harry'],['Harry'],['Harry Potter']
"“She’s — she’s sent me a Howler,” said Ron faintly.","['Howler', 'Ron']","['Howler', 'Ron']",['Ron Weasley']
"“You’d better open it, Ron,” said Neville in a timid 
whisper.","['Ron', 'Neville']","['Ron', 'Neville']","['Ron Weasley', 'Neville Longbottom']"
“It’ll be worse if you don’t.,[],[],[]
"My gran sent me 
one once, and I ignored it and” — he gulped — “it was 
horrible.” 

Harry looked from their petrified faces to the red 
envelope.",['Harry'],['Harry'],['Harry Potter']
“What’s a Howler?” he said.,[],[],[]
"But Ron’s whole attention was fixed on the letter, 
which had begun to smoke at the corners.",['Ron'],['Ron'],['Ron Weasley']
"“Open it,” Neville urged.",['Neville'],['Neville'],['Neville Longbottom']
"“It’ll all be over in a few 
minutes — ” 

Ron stretched out a shaking hand, eased the envelope 
from Errol’s beak, and slit it open.","['Ron', 'Errol']","['Ron', 'Errol']","['Ron Weasley', 'Errol']"
"Neville stuffed his 
fingers in his ears.",['Neville'],['Neville'],['Neville Longbottom']
"A split second later, Harry knew 
why.",['Harry'],['Harry'],['Harry Potter']
"He thought for a moment it had exploded; a roar 
of sound filled the huge hall, shaking dust from the 
ceiling.",[],[],[]
"“— STEALING THE CAR, I WOULDN’T HAVE BEEN 
SURPRISED IF THEY’D EXPELLED YOU, YOU WAIT 
TILL I GET HOLD OF YOU, I DON’T SUPPOSE YOU 
STOPPED TO THINK WHAT YOUR FATHER AND I 
WENT THROUGH WHEN WE SAW IT WAS GONE — ” 

Mrs. Weasley’s yells, a hundred times louder than 
usual, made the plates and spoons rattle on the table, 
and echoed deafeningly off the stone walls.","['CAR', 'D EXPELLED YOU', 'YOU', 'HOLD', 'WHEN', 'Weasley']","['CAR', 'D EXPELLED YOU', 'YOU', 'HOLD', 'WHEN', 'Weasley']",['Ron Weasley']
"People 
throughout the hall were swiveling around to see who 
had received the Howler, and Ron sank so low in his 
chair that only his crimson forehead could be seen.","['Howler', 'Ron']","['Howler', 'Ron']",['Ron Weasley']
"“— LETTER FROM DUMBLEDORE LAST NIGHT, I 
THOUGHT YOUR FATHER WOULD DIE OF SHAME, 

WE DIDN’T BRING YOU UP TO BEHAVE LIKE THIS, 
YOU AND HARRY COULD BOTH HAVE DIED — ” 

Harry had been wondering when his name was going 
to crop up.","['FROM DUMBLEDORE', 'FATHER', 'WE', 'YOU', 'HARRY', 'Harry']","['FROM DUMBLEDORE', 'FATHER', 'WE', 'YOU', 'HARRY', 'Harry']",['Harry Potter']
"He tried very hard to look as though he 
couldn’t hear the voice that was making his eardrums 
throb.",[],[],[]
"“— ABSOLUTELY DISGUSTED — YOUR FATHER’S 
FACING AN INQUIRY AT WORK, IT’S ENTIRELY YOUR 
FAULT AND IF YOU PUT ANOTHER TOE OUT OF LINE 
WE’LL BRING YOU STRAIGHT BACK HOME.” 







A ringing silence fell.","['WORK', 'IF']","['WORK', 'IF']",[]
"The red envelope, which had 
dropped from Ron’s hand, burst into flames and 
curled into ashes.",['Ron'],['Ron'],['Ron Weasley']
"Harry and Ron sat stunned, as 
though a tidal wave had just passed over them.","['Harry', 'Ron']","['Harry', 'Ron']","['Harry Potter', 'Ron Weasley']"
"A few 
people laughed and, gradually, a babble of talk broke 
out again.",[],[],[]
"Hermione closed Voyages with Vampires and looked 
down at the top of Ron’s head.","['Hermione', 'Vampires', 'Ron']","['Hermione', 'Vampires', 'Ron']","['Hermione Granger', 'Ron Weasley']"
"“Well, I don’t know what you expected, Ron, but you 



“Don’t tell me I deserved it,” snapped Ron.","['Ron', 'Don']","['Ron', 'Don']",['Ron Weasley']
Harry pushed his porridge away.,['Harry'],['Harry'],['Harry Potter']
"His insides were 
burning with guilt.",[],[],[]
"Mr. Weasley was facing an inquiry 
at work.",['Mr. Weasley'],['Weasley'],['Ron Weasley']
"After all Mr. and Mrs. Weasley had done for 
him over the summer .",['Weasley'],['Weasley'],['Ron Weasley']
.,[],[],[]
.,[],[],[]
"But he had no time to dwell on this; Professor 
McGonagall was moving along the Gryffindor table, 
handing out course schedules.",['Gryffindor'],['Gryffindor'],[]
"Harry took his and 
saw that they had double Herbology with the 
Hufflepuffs first.","['Harry', 'Hufflepuffs']","['Harry', 'Hufflepuffs']",['Harry Potter']
"Harry, Ron, and Hermione left the castle together, 
crossed the vegetable patch, and made for the 
greenhouses, where the magical plants were kept.","['Harry', 'Ron', 'Hermione']","['Harry', 'Ron', 'Hermione']","['Harry Potter', 'Ron Weasley', 'Hermione Granger']"
"At 
least the Howler had done one good thing: Hermione 
seemed to think they had now been punished enough 
and was being perfectly friendly again.","['Howler', 'Hermione']","['Howler', 'Hermione']",['Hermione Granger']
"As they neared the greenhouses they saw the rest of 
the class standing outside, waiting for Professor 
Sprout.",['Professor Sprout'],['Sprout'],['Pomona Sprout']
"Harry, Ron, and Hermione had only just 
joined them when she came striding into view across 
the lawn, accompanied by Gilderoy Lockhart.","['Harry', 'Ron', 'Hermione', 'Gilderoy Lockhart']","['Harry', 'Ron', 'Hermione', 'Gilderoy Lockhart']","['Harry Potter', 'Ron Weasley', 'Hermione Granger', 'Gilderoy Lockhart']"
"Professor Sprout’s arms were full of bandages, and 




with another twinge of guilt, Harry spotted the 
Whomping Willow in the distance, several of its 
branches now in slings.",['Harry'],['Harry'],['Harry Potter']
