sentence,ents_old,ents,entity
"Ron and Hermione were 
supposed to supervise all this; they disappeared from 
the carriage again, leaving Harry and the others to 
look after Crookshanks and Pigwidgeon.","['Ron', 'Hermione', 'Harry', 'Crookshanks', 'Pigwidgeon']","['Ron', 'Hermione', 'Harry', 'Crookshanks', 'Pigwidgeon']","['Ron Weasley', 'Hermione Granger', 'Harry Potter', 'Crookshanks', 'Pigwidgeon']"
"“I’ll carry that owl, if you like,” said Luna to Harry, 
reaching out for Pigwidgeon as Neville stowed Trevor 
carefully in an inside pocket.","['Luna', 'Harry', 'Pigwidgeon', 'Neville', 'Trevor']","['Luna', 'Harry', 'Pigwidgeon', 'Neville', 'Trevor']","['Luna Lovegood', 'Harry Potter', 'Pigwidgeon', 'Neville Longbottom', 'Trevor']"
"“Oh — er — thanks,” said Harry, handing her the 
cage and hoisting Hedwig’s more securely into his 
arms.","['Harry', 'Hedwig']","['Harry', 'Hedwig']","['Harry Potter', 'Hedwig']"
"They shuffled out of the compartment feeling the first 
sting of the night air on their faces as they joined the 
crowd in the corridor.",[],[],[]
"Slowly they moved toward the 
doors.",[],[],[]
"Harry could smell the pine trees that lined the 
path down to the lake.",['Harry'],['Harry'],['Harry Potter']
"He stepped down onto the 
platform and looked around, listening for the familiar 
call of “Firs’ years over here ... firs’ years ...” 





But it did not come.",[],[],[]
"Instead a quite different voice, a 
brisk female one, was calling, “First years line up over 
here, please!",[],[],[]
"All first years to me!” 

A lantern came swinging toward Harry and by its light 
he saw the prominent chin and severe haircut of 
Professor Grubbly-Plank, the witch who had taken 
over Hagrid ’s Care of Magical Creatures lessons for a 
while the previous year.","['Harry', 'Professor', 'Hagrid', 'Care', 'Magical Creatures']","['Harry', 'Professor', 'Hagrid', 'Care', 'Magical Creatures']","['Harry Potter', 'Rubeus Hagrid']"
“Where’s Hagrid?” he said out loud.,['Hagrid'],['Hagrid'],['Rubeus Hagrid']
"“I don’t know,” said Ginny, “but we’d better get out of 
the way, we’re blocking the door.” 

“Oh yeah ...” 

Harry and Ginny became separated as they moved off 
along the platform and out through the station.","['Ginny', 'Harry']","['Ginny', 'Harry']","['Ginny Weasley', 'Harry Potter']"
"Jostled by the crowd, Harry squinted through the 
darkness for a glimpse of Hagrid; he had to be here, 
Harry had been relying on it — seeing Hagrid again 
had been one of the things to which he had been 
looking forward most.","['Harry', 'Hagrid', 'Harry Hagrid']","['Harry', 'Hagrid', 'Harry Hagrid']","['Harry Potter', 'Rubeus Hagrid']"
"But there was no sign of him at 
all.",[],[],[]
"He can’t have left, Harry told himself as he shuffled 
slowly through a narrow doorway onto the road 
outside with the rest of the crowd.",['Harry'],['Harry'],['Harry Potter']
"He’s just got a cold 
or something...",[],[],[]
"He looked around for Ron or Hermione, wanting to 
know what they thought about the reappearance of 
Professor Grubbly-Plank, but neither of them was 
anywhere near him, so he allowed himself to be 
shunted forward onto the dark rain-washed road 
outside Hogsmeade station.","['Ron', 'Hermione', 'Professor', 'Hogsmeade']","['Ron', 'Hermione', 'Professor', 'Hogsmeade']","['Ron Weasley', 'Hermione Granger']"
"Here stood the hundred or so horseless stagecoaches 
that always took the students above first year up to 
the castle.",[],[],[]
"Harry glanced quickly at them, turned 
away to keep a lookout for Ron and Hermione, then 
did a double take.","['Harry', 'Ron', 'Hermione']","['Harry', 'Ron', 'Hermione']","['Harry Potter', 'Ron Weasley', 'Hermione Granger']"
The coaches were no longer horseless.,[],[],[]
"There were 
creatures standing between the carriage shafts; if he 
had had to give them a name, he supposed he would 
have called them horses, though there was something 
reptilian about them, too.",[],[],[]
"They were completely 
fleshless, their black coats clinging to their skeletons, 
of which every bone was visible.",[],[],[]
"Their heads were 
dragonish, and their pupil-less eyes white and 
staring.",[],[],[]
"Wings sprouted from each wither — vast, 
black leathery wings that looked as though they 
ought to belong to giant bats.",[],[],[]
"Standing still and quiet 
in the gloom, the creatures looked eerie and sinister.",[],[],[]
"Harry could not understand why the coaches were 
being pulled by these horrible horses when they were 
quite capable of moving along by themselves.",['Harry'],['Harry'],['Harry Potter']
"“Where’s Pig?” said Ron’s voice, right behind Harry.","['Pig', 'Ron', 'Harry']","['Pig', 'Ron', 'Harry']","['Ron Weasley', 'Harry Potter']"
"“That Luna girl was carrying him,” said Harry, 
turning quickly, eager to consult Ron about Hagrid.","['Harry', 'Ron', 'Hagrid']","['Harry', 'Ron', 'Hagrid']","['Harry Potter', 'Ron Weasley', 'Rubeus Hagrid']"
"“Where d’you reckon — ” 

“ — Hagrid is?",[],[],[]
"I dunno,” said Ron, sounding worried.",['Ron'],['Ron'],['Ron Weasley']
"“He’d better be okay...” 

A short distance away, Draco Malfoy, followed by a 
small gang of cronies including Crabbe, Goyle, and 
Pansy Parkinson, was pushing some timid-looking 
second years out of the way so that they could get a 
coach to themselves.","['Draco Malfoy', 'Crabbe', 'Goyle', 'Pansy Parkinson']","['Draco Malfoy', 'Crabbe', 'Goyle', 'Pansy Parkinson']","['Draco Malfoy', 'Vincent Crabbe', 'Gregory Goyle', 'Pansy Parkinson']"
"Seconds later Hermione emerged 
panting from the crowd.",['Hermione'],['Hermione'],['Hermione Granger']
"“Malfoy was being absolutely foul to a first year back 
there, I swear I’m going to report him, he’s only had 
his badge three minutes and he’s using it to bully 
people worse than ever... Where’s Crookshanks?” 

“Ginny’s got him,” said Harry.","['Malfoy', 'Ginny', 'Harry']","['Malfoy', 'Ginny', 'Harry']","['Draco Malfoy', 'Ginny Weasley', 'Harry Potter']"
"“There she is...” 

Ginny had just emerged from the crowd, clutching a 
squirming Crookshanks.","['Ginny', 'Crookshanks']","['Ginny', 'Crookshanks']","['Ginny Weasley', 'Crookshanks']"
"“Thanks,” said Hermione, relieving Ginny of the cat.","['Thanks', 'Hermione', 'Ginny']","['Thanks', 'Hermione', 'Ginny']","['Hermione Granger', 'Ginny Weasley']"
"“Come on, let’s get a carriage together before they all 
fillup...” 

“I haven’t got Pig yet!” Ron said, but Hermione was 
already heading off toward the nearest unoccupied 
coach.","['Pig', 'Ron', 'Hermione']","['Pig', 'Ron', 'Hermione']","['Ron Weasley', 'Hermione Granger']"
Harry remained behind with Ron.,"['Harry', 'Ron']","['Harry', 'Ron']","['Harry Potter', 'Ron Weasley']"
"“What are those things, d’you reckon?” he asked Ron, 
nodding at the horrible horses as the other students 
surged past them.",['Ron'],['Ron'],['Ron Weasley']
"“What things?” 

“Those horse — ” 

Luna appeared holding Pigwidgeon’s cage in her 
arms; the tiny owl was twittering excitedly as usual.","['Luna', 'Pigwidgeon']","['Luna', 'Pigwidgeon']","['Luna Lovegood', 'Pigwidgeon']"
"“Here you are,” she said.",[],[],[]
"“He’s a sweet little owl, isn’t 
he?” 

“Er ... yeah ... He’s all right,” said Ron gruffly.",['Ron'],['Ron'],['Ron Weasley']
"“Well, 
come on then, let’s get in... what were you saying, 
Harry?” 

“I was saying, what are those horse things?” Harry 
said, as he, Ron, and Luna made for the carriage in 
which Hermione and Ginny were already sitting.","['Harry', 'Harry Ron', 'Luna', 'Hermione', 'Ginny']","['Harry', 'Harry Ron', 'Luna', 'Hermione', 'Ginny']","['Harry Potter', 'Luna Lovegood', 'Hermione Granger', 'Ginny Weasley']"
"“What horse things?” 



“The horse things pulling the carriages!” said Harry 
impatiently; they were, after all, about three feet from 
the nearest one; it was watching them with empty 
white eyes.",['Harry'],['Harry'],['Harry Potter']
"Ron, however, gave Harry a perplexed 
look.","['Ron', 'Harry']","['Ron', 'Harry']","['Ron Weasley', 'Harry Potter']"
"“What are you talking about?” 

“I’m talking about — look!” 

Harry grabbed Ron’s arm and wheeled him about so 
that he was face-to-face with the winged horse.","['Harry', 'Ron']","['Harry', 'Ron']","['Harry Potter', 'Ron Weasley']"
"Ron 
stared straight at it for a second, then looked back at 
Harry.","['Ron', 'Harry']","['Ron', 'Harry']","['Ron Weasley', 'Harry Potter']"
"“What am I supposed to be looking at?” 

“At the — there, between the shafts!",[],[],[]
"Harnessed to the 
coach!",[],[],[]
"It’s right there in front — ” 

But as Ron continued to look bemused, a strange 
thought occurred to Harry.","['Ron', 'Harry']","['Ron', 'Harry']","['Ron Weasley', 'Harry Potter']"
"“Can’t ... can’t you see them?” 

“See what?” 

“Can’t you see what’s pulling the carriages?” 

Ron looked seriously alarmed now.",['Ron'],['Ron'],['Ron Weasley']
"“Are you feeling all right, Harry?” 

“I ... yeah ...” 

Harry felt utterly bewildered.",['Harry'],['Harry'],['Harry Potter']
"The horse was there in 
front of him, gleaming solidly in the dim light issuing 





from the station windows behind them, vapor rising 
from its nostrils in the chilly night air.",[],[],[]
"Yet unless Ron 
was faking — and it was a very feeble joke if he was — 
Ron could not see it at all.",['Ron'],['Ron'],['Ron Weasley']
"“Shall we get in, then?” said Ron uncertainly, looking 
at Harry as though worried about him.","['Ron', 'Harry']","['Ron', 'Harry']","['Ron Weasley', 'Harry Potter']"
"“Yeah,” said Harry.",['Harry'],['Harry'],['Harry Potter']
"“Yeah, go on ...” 

“It’s all right,” said a dreamy voice from beside Harry 
as Ron vanished into the coach’s dark interior.","['Harry', 'Ron']","['Harry', 'Ron']","['Harry Potter', 'Ron Weasley']"
“You’re not going mad or anything.,[],[],[]
"I can see them 
too.” 

“Can you?” said Harry desperately, turning to Luna.","['Harry', 'Luna']","['Harry', 'Luna']","['Harry Potter', 'Luna Lovegood']"
"He could see the bat-winged horses reflected in her 
wide, silvery eyes.",[],[],[]
"“Oh yes,” said Luna, “I’ve been able to see them ever 
since my first day here.",['Luna'],['Luna'],['Luna Lovegood']
"They’ve always pulled the 
carriages.",[],[],[]
Don’t worry.,['Don'],['Don'],[]
"You’re just as sane as I am.” 

Smiling faintly, she climbed into the musty interior of 
the carriage after Ron.",['Ron'],['Ron'],['Ron Weasley']
"Not altogether reassured, 

Harry followed her.",['Harry'],['Harry'],['Harry Potter']
"XX 




THE SORTING HAT’S NEW SONG 

Harry did not want to tell the others that he and Luna 
were having the same hallucination, if that was what 
it was, so he said nothing about the horses as he sat 
down inside the carriage and slammed the door 
behind him.","['THE SORTING', 'Harry', 'Luna']","['THE SORTING', 'Harry', 'Luna']","['Harry Potter', 'Luna Lovegood']"
"Nevertheless, he could not help watching 
the silhouettes of the horses moving beyond the 
window.",[],[],[]
"“Did everyone see that Grubbly-Plank woman?” asked 
Ginny.",['Ginny'],['Ginny'],['Ginny Weasley']
“What’s she doing back here?,[],[],[]
"Hagrid can’t 
have left, can he?” 

“I’ll be quite glad if he has,” said Luna.","['Hagrid', 'Luna']","['Hagrid', 'Luna']","['Rubeus Hagrid', 'Luna Lovegood']"
"“He isn’t a 
very good teacher, is he?” 

“Yes, he is!” said Harry, Ron, and Ginny angrily.","['Harry', 'Ron', 'Ginny']","['Harry', 'Ron', 'Ginny']","['Harry Potter', 'Ron Weasley', 'Ginny Weasley']"
"Harry glared at Hermione; she cleared her throat and 
quickly said, “Erm ... yes ... he’s very good.” 

“Well, we think he’s a bit of a joke in Ravenclaw,” said 
Luna, unfazed.","['Harry', 'Hermione', 'Ravenclaw', 'Luna']","['Harry', 'Hermione', 'Ravenclaw', 'Luna']","['Harry Potter', 'Hermione Granger', 'Luna Lovegood']"
"“You’ve got a rubbish sense of humor then,” Ron 
snapped, as the wheels below them creaked into 
motion.",['Ron'],['Ron'],['Ron Weasley']
"Luna did not seem perturbed by Ron’s rudeness; on 
the contrary, she simply watched him for a while as 
though he were a mildly interesting television 
program.","['Luna', 'Ron']","['Luna', 'Ron']","['Luna Lovegood', 'Ron Weasley']"
"Rattling and swaying, the carriages moved in convoy 
up the road.",[],[],[]
"When they passed between the tall stone 
pillars topped with winged boars on either side of the 
gates to the school grounds, Harry leaned forward to 
try and see whether there were any lights on in 
Hagrid’s cabin by the Forbidden Forest, but the 
grounds were in complete darkness.","['Harry', 'Hagrid', 'Forbidden Forest']","['Harry', 'Hagrid', 'Forbidden Forest']","['Harry Potter', 'Rubeus Hagrid']"
"Hogwarts Castle, 
however, loomed ever closer: a towering mass of 
turrets, jet-black against the dark sky, here and there 
a window blazing fiery bright above them.",['Hogwarts Castle'],['Hogwarts Castle'],[]
"The carriages jingled to a halt near the stone steps 
leading up to the oak front doors and Harry got out of 
the carriage first.",['Harry'],['Harry'],['Harry Potter']
"He turned again to look for lit 
windows down by the forest, but there was definitely 
no sign of life within Hagrid’s cabin.",['Hagrid'],['Hagrid'],['Rubeus Hagrid']
"Unwillingly, 
because he had half hoped they would have vanished, 
he turned his eyes instead upon the strange, skeletal 
creatures standing quietly in the chill night air, their 
blank white eyes gleaming.",[],[],[]
"Harry had once before had the experience of seeing 
something that Ron could not, but that had been a 
reflection in a mirror, something much more 
insubstantial than a hundred very solid-looking 
beasts strong enough to pull a fleet of carriages.","['Harry', 'Ron']","['Harry', 'Ron']","['Harry Potter', 'Ron Weasley']"
"If 
Luna was to be believed, the beasts had always been 
there but invisible; why, then, could Harry suddenly 
see them, and why could Ron not?","['Luna', 'Harry']","['Luna', 'Harry']","['Luna Lovegood', 'Harry Potter']"
“Are you coming or what?” said Ron beside him.,['Ron'],['Ron'],['Ron Weasley']
"“Oh ... yeah,” said Harry quickly, and they joined the 
crowd hurrying up the stone steps into the castle.",['Harry'],['Harry'],['Harry Potter']
"The entrance hall was ablaze with torches and 
echoing with footsteps as the students crossed the 
flagged stone floor for the double doors to the right, 
leading to the Great Hall and the start-of-term feast.",['Great Hall'],['Great Hall'],[]
"The four long House tables in the Great Hall were 
filling up under the starless black ceiling, which was 
just like the sky they could glimpse through the high 
windows.","['House', 'Great Hall']","['House', 'Great Hall']",[]
"Candles floated in midair all along the 
tables, illuminating the silvery ghosts who were 
dotted about the Hall and the faces of the students 
talking eagerly to one another, exchanging summer 
news, shouting greetings at friends from other 
Houses, eyeing one another’s new haircuts and robes.","['Hall', 'Houses']","['Hall', 'Houses']",[]
"Again Harry noticed people putting their heads 
together to whisper as he passed; he gritted his teeth 
and tried to act as though he neither noticed nor 
cared.",['Again Harry'],['Again Harry'],[]
Luna drifted away from them at the Ravenclaw table.,"['Luna', 'Ravenclaw']","['Luna', 'Ravenclaw']",['Luna Lovegood']
"The moment they reached Gryffindor’s, Ginny was 
hailed by some fellow fourth years and left to sit with 
them; Harry, Ron, Hermione, and Neville found seats 
together about halfway down the table between Nearly 
Headless Nick, the Gryffindor House ghost, and 
Parvati Patil and Lavender Brown, the last two of 
whom gave Harry airy, overly friendly greetings that 
made him quite sure they had stopped talking about 
him a split second before.","['Gryffindor', 'Ginny', 'Harry', 'Ron', 'Hermione', 'Neville', 'Nearly Headless Nick', 'Gryffindor House', 'Parvati Patil', 'Lavender Brown']","['Gryffindor', 'Ginny', 'Harry', 'Ron', 'Hermione', 'Neville', 'Nearly Headless Nick', 'Gryffindor House', 'Parvati Patil', 'Lavender Brown']","['Ginny Weasley', 'Harry Potter', 'Ron Weasley', 'Hermione Granger', 'Neville Longbottom', 'Parvati Patil', 'Lavender Brown']"
"He had more important 
things to worry about, however: He was looking over 
the students’ heads to the staff table that ran along 
the top wall of the Hall.",['Hall'],['Hall'],[]
"“He’s not there.” 





Ron and Hermione scanned the staff table too, though 
there was no real need; Hagrid’s size made him 
instantly obvious in any lineup.","['Hermione', 'Hagrid']","['Hermione', 'Hagrid']","['Hermione Granger', 'Rubeus Hagrid']"
"“He can’t have left,” said Ron, sounding slightly 
anxious.",['Ron'],['Ron'],['Ron Weasley']
"“Of course he hasn’t,” said Harry firmly.",['Harry'],['Harry'],['Harry Potter']
"“You don’t think he’s ... hurt, or anything, do you?” 
said Hermione uneasily.",['Hermione'],['Hermione'],['Hermione Granger']
"“No,” said Harry at once.",['Harry'],['Harry'],['Harry Potter']
"“But where is he, then?” 

There was a pause, then Harry said very quietly, so 
that Neville, Parvati, and Lavender could not hear, 
“Maybe he’s not back yet.","['Harry', 'Neville', 'Parvati', 'Lavender']","['Harry', 'Neville', 'Parvati', 'Lavender']","['Harry Potter', 'Neville Longbottom', 'Parvati Patil', 'Lavender Brown']"
"You know — from his 
mission — the thing he was doing over the summer 
for Dumbledore.” 

“Yeah ... yeah, that’ll be it,” said Ron, sounding 
reassured, but Hermione bit her lip, looking up and 
down the staff table as though hoping for some 
conclusive explanation of Hagrid’s absence.","['Ron', 'Hermione', 'Hagrid']","['Ron', 'Hermione', 'Hagrid']","['Ron Weasley', 'Hermione Granger', 'Rubeus Hagrid']"
"“Who’s that?” she said sharply, pointing toward the 
middle of the staff table.",[],[],[]
Harry’s eyes followed hers.,['Harry'],['Harry'],['Harry Potter']
"They lit first upon 
Professor Dumbledore, sitting in his high-backed 
golden chair at the center of the long staff table, 
wearing deep-purple robes scattered with silvery stars 
and a matching hat.",['Professor Dumbledore'],['Dumbledore'],['Aberforth Dumbledore']
"Dumbledore’s head was inclined 
toward the woman sitting next to him, who was 
talking into his ear.",['Dumbledore'],['Dumbledore'],['Aberforth Dumbledore']
"She looked, Harry thought, like 
somebody’s maiden aunt: squat, with short, curly, 
mouse-brown hair in which she had placed a horrible 




pink Alice band that matched the fluffy pink cardigan 
she wore over her robes.",['Harry'],['Harry'],['Harry Potter']
"Then she turned her face 
slightly to take a sip from her goblet and he saw, with 
a shock of recognition, a pallid, toadlike face and a 
pair of prominent, pouchy eyes.",[],[],[]
"“It’s that Umbridge woman!” 

“Who?” said Hermione.","['Umbridge', 'Hermione']","['Umbridge', 'Hermione']","['Dolores Umbridge', 'Hermione Granger']"
"“She was at my hearing, she works for Fudge!” 

“Nice cardigan,” said Ron, smirking.","['Fudge', 'Ron']","['Fudge', 'Ron']","['Cornelius Fudge', 'Ron Weasley']"
"“She works for Fudge?” Hermione repeated, frowning.","['Fudge', 'Hermione']","['Fudge', 'Hermione']","['Cornelius Fudge', 'Hermione Granger']"
"“What on earth’s she doing here, then?” 

“Dunno ...” 

Hermione scanned the staff table, her eyes narrowed.",['Hermione'],['Hermione'],['Hermione Granger']
"“No,” she muttered, “no, surely not ...” 

Harry did not understand what she was talking about 
but did not ask; his attention had just been caught by 
Professor Grubbly-Plank who had just appeared 
behind the staff table; she worked her way along to 
the very end and took the seat that ought to have 
been Hagrid’s.","['Harry', 'Professor', 'Hagrid']","['Harry', 'Professor', 'Hagrid']","['Harry Potter', 'Rubeus Hagrid']"
"That meant that the first years must 
have crossed the lake and reached the castle, and 
sure enough, a few seconds later, the doors from the 
entrance hall opened.",[],[],[]
"A long line of scared-looking 
first years entered, led by Professor McGonagall, who 
was carrying a stool on which sat an ancient wizard’s 
hat, heavily patched and darned with a wide rip near 
the frayed brim.",['Professor'],['Professor'],[]
The buzz of talk in the Great Hall faded away.,['Great Hall'],['Great Hall'],[]
"The 
first years lined up in front of the staff table facing the 





rest of the students, and Professor McGonagall placed 
the stool carefully in front of them, then stood back.",['Professor'],['Professor'],[]
The first years’ faces glowed palely in the candlelight.,[],[],[]
"A small boy right in the middle of the row looked as 
though he was trembling.",[],[],[]
"Harry recalled, fleetingly, 
how terrified he had felt when he had stood there, 
waiting for the unknown test that would determine to 
which House he belonged.","['Harry', 'House']","['Harry', 'House']",['Harry Potter']
The whole school waited with bated breath.,[],[],[]
"Then the 
rip near the hat’s brim opened wide like a mouth and 
the Sorting Hat burst into song: 

In times of old when I was new 
And Hogwarts barely started 
The founders of our noble school 
Thought never to be parted: 

United by a common goal, 

They had the selfsame yearning, 

To make the world’s best magic school 
And pass along their learning.","['Sorting Hat', 'Thought', 'United']","['Sorting Hat', 'Thought', 'United']",['Sorting Hat']
"“Together we will build and teach!” 

The four good friends decided 
And never did they dream that they 
Might someday be divided, 

For were there such friends anywhere 
As Slytherin and Gryffndor?","['Slytherin', 'Gryffndor']","['Slytherin', 'Gryffndor']",[]
"Unless it was the second pair 
Of Huffepuff and Ravenclaw?","['Huffepuff', 'Ravenclaw']","['Huffepuff', 'Ravenclaw']",[]
So how could it have gone so wrong?,[],[],[]
How could such friendships fail?,[],[],[]
"Why, I was there and so can tell 
The whole sad, sorry tale.",[],[],[]
"Said Slytherin, “We’ll teach just those 
Whose ancestry is purest.” 

Said Ravenclaw, “We’ll teach those whose 
Intelligence is surest.” 

Said Gryffindor, “We’ll teach all those 





With brave deeds to their name,” 

Said Hufflepuff, “111 teach the lot, 

And treat them just the same.” 

These differences caused little strife 
When first they came to light, 

For each of the four founders had 
A House in which they might 
Take only those they wanted, so, 

For instance, Slytherin 
Took only pure-blood wizards 
Of great cunning, just like him, 

And only those of sharpest mind 
Were taught by Ravenclaw 
While the bravest and the boldest 
Went to daring Gryffindor.","['Slytherin', 'Ravenclaw', 'House', 'Slytherin Took', 'Ravenclaw Gryffindor']","['Slytherin', 'Ravenclaw', 'House', 'Slytherin Took', 'Ravenclaw Gryffindor']",[]
"Good Hufflepuff she took the rest, 

And taught them all she knew, 

Thus the Houses and their founders 
Retained friendships firm and true.","['Good Hufflepuff', 'Houses']","['Good Hufflepuff', 'Houses']",[]
"So Hogwarts worked in harmony 
For several happy years, 

But then discord crept among us 
Feeding on our faults and fears.",['Hogwarts'],['Hogwarts'],[]
"The Houses that, like pillars four, 

Had once held up our school, 

Now turned upon each other and, 

Divided, sought to rule.","['Houses', 'Had', 'Divided']","['Houses', 'Had', 'Divided']",[]
"And for a while it seemed the school 
Must meet an early end, 

What with dueling and with fighting 
And the clash of friend on friend 
And at last there came a morning 
When old Slytherin departed 
And though the fighting then died out 
He left us quite downhearted.",['Slytherin'],['Slytherin'],[]
"And never since the founders four 
Were whittled down to three 
Have the Houses been united 
As they once were meant to be.",['Houses'],['Houses'],[]
"And now the Sorting Hat is here 
And you all know the score: 

I sort you into Houses 
Because that is what I’m for, 

But this year I’ll go further, 

Listen closely to my song: 

Though condemned I am to split you 
Still I worry that it’s wrong, 

Though I must fulfill my duty 
And must quarter every year 
Still I wonder whether sorting 
May not bring the end I fear.","['Hat', 'Houses Because', 'Listen']","['Hat', 'Houses Because', 'Listen']",[]
"Oh, know the perils, read the signs, 

The warning history shows, 

For our Hogwarts is in danger 
From external, deadly foes 
And we must unite inside her 
Or we’ll crumble from within.",[],[],[]
"I have told you, I have warned you... 

Let the Sorting now begin.",[],[],[]
"The hat became motionless once more; applause 
broke out, though it was punctured, for the first time 
in Harry’s memory, with muttering and whispers.",['Harry'],['Harry'],['Harry Potter']
"All 
across the Great Hall students were exchanging 
remarks with their neighbors and Harry, clapping 
along with everyone else, knew exactly what they were 
talking about.","['Great Hall', 'Harry']","['Great Hall', 'Harry']",['Harry Potter']
"“Branched out a bit this year, hasn’t it?” said Ron, his 
eyebrows raised.",['Ron'],['Ron'],['Ron Weasley']
"“Too right it has,” said Harry.","['Too', 'Harry']","['Too', 'Harry']",['Harry Potter']
"The Sorting Hat usually confined itself to describing 
the different qualities looked for by each of the four 
Hogwarts Houses and its own role in sorting them; 
Harry could not remember it ever trying to give the 
school advice before.","['Hat', 'Harry']","['Hat', 'Harry']",['Harry Potter']
"“I wonder if it’s ever given warnings before?” said 
Hermione, sounding slightly anxious.",['Hermione'],['Hermione'],['Hermione Granger']
"“Yes, indeed,” said Nearly Headless Nick 
knowledgeably, leaning across Neville toward her 
(Neville winced, it was very uncomfortable to have a 
ghost lean through you).","['Nearly Headless Nick', 'Neville']","['Nearly Headless Nick', 'Neville']",['Neville Longbottom']
"“The hat feels itself honor- 
bound to give the school due warning whenever it 
feels — ” 

But Professor McGonagall, who was waiting to read 
out the list of first years’ names, was giving the 
whispering students the sort of look that scorches.",['Professor McGonagall'],['McGonagall'],['Minerva McGonagall']
"Nearly Headless Nick placed a see-through finger to 
his lips and sat primly upright again as the muttering 
came to an abrupt end.",['Headless Nick'],['Headless Nick'],[]
"With a last frowning look that 
swept the four House tables, Professor McGonagall 
lowered her eyes to her long piece of parchment and 
called out, 

“Abercrombie, Euan.” 

The terrified-looking boy Harry had noticed earlier 
stumbled forward and put the hat on his head; it was 
only prevented from falling right down to his 
shoulders by his very prominent ears.","['House', 'Professor McGonagall', 'Harry']","['House', 'McGonagall', 'Harry']","['Minerva McGonagall', 'Harry Potter']"
"The hat 
considered for a moment, then the rip near the brim 
opened again and shouted, “ GR YFFIND OR !",[],[],[]
"” 

Harry clapped loudly with the rest of Gryffindor 
House as Euan Abercrombie staggered to their table 
and sat down, looking as though he would like very 
much to sink through the floor and never be looked at 
again.","['Harry', 'Gryffindor House', 'Euan Abercrombie']","['Harry', 'Gryffindor House', 'Euan Abercrombie']","['Harry Potter', 'Euan Abercrombie']"
"Slowly the long line of first years thinned; in the 
pauses between the names and the Sorting Hat’s 
decisions, Harry could hear Ron’s stomach rumbling 
loudly.","['Sorting Hat', 'Harry', 'Ron']","['Sorting Hat', 'Harry', 'Ron']","['Sorting Hat', 'Harry Potter', 'Ron Weasley']"
"Finally, “Zeller, Rose” was sorted into 





Hufflepuff, and Professor McGonagall picked up the 
hat and stool and marched them away as Professor 
Dumbledore rose to his feet.","['Zeller', 'Rose', 'Hufflepuff', 'Professor', 'Professor Dumbledore']","['Zeller', 'Rose', 'Hufflepuff', 'Professor', 'Dumbledore']","['Rose Zeller', 'Rose Zeller', 'Aberforth Dumbledore']"
"Harry was somehow soothed to see Dumbledore 
standing before them all, whatever his recent bitter 
feelings toward his headmaster.","['Harry', 'Dumbledore']","['Harry', 'Dumbledore']","['Harry Potter', 'Aberforth Dumbledore']"
"Between the absence 
of Hagrid and the presence of those dragonish horses, 
he had felt that his return to Hogwarts, so long 
anticipated, was full of unexpected surprises like 
jarring notes in a familiar song.","['Hagrid', 'Hogwarts']","['Hagrid', 'Hogwarts']",['Rubeus Hagrid']
"But this, at least, was 
how it was supposed to be: their headmaster rising to 
greet them all before the start-of-term feast.",[],[],[]
"“To our newcomers,” said Dumbledore in a ringing 
voice, his arms stretched wide and a beaming smile 
on his lips, “welcome!",['Dumbledore'],['Dumbledore'],['Aberforth Dumbledore']
"To our old hands — welcome 
back!",[],[],[]
"There is a time for speech making, but this is 
not it.",[],[],[]
"Tuck in!” 

There was an appreciative laugh and an outbreak of 
applause as Dumbledore sat down neatly and threw 
his long beard over his shoulder so as to keep it out of 
the way of his plate — for food had appeared out of 
nowhere, so that the five long tables were groaning 
under joints and pies and dishes of vegetables, bread, 
sauces, and flagons of pumpkin juice.","['Tuck', 'Dumbledore']","['Tuck', 'Dumbledore']",['Aberforth Dumbledore']
"“Excellent,” said Ron, with a kind of groan of longing, 
and he seized the nearest plate of chops and began 
piling them onto his plate, watched wistfully by 
Nearly Headless Nick.","['Ron', 'Nearly Headless Nick']","['Ron', 'Nearly Headless Nick']",['Ron Weasley']
"“What were you saying before the Sorting?” Hermione 
asked the ghost.",[],[],[]
"“About the hat giving warnings?” 

“Oh yes,” said Nick, who seemed glad of a reason to 
turn away from Ron, who was now eating roast 
potatoes with almost indecent enthusiasm.","['Nick', 'Ron']","['Nick', 'Ron']","['Nearly-Headless Nick', 'Ron Weasley']"
"“Yes, I 





have heard the hat give several warnings before, 
always at times when it detects periods of great 
danger for the school.",[],[],[]
"And always, of course, its 
advice is the same: Stand together, be strong from 
within.” 

“Ow kunnit nofe skusin danger ifzat?” said Ron.",['Ron'],['Ron'],['Ron Weasley']
"His mouth was so full Harry thought it was quite an 
achievement for him to make any noise at all.",['Harry'],['Harry'],['Harry Potter']
"“I beg your pardon?” said Nearly Headless Nick 
politely, while Hermione looked revolted.","['Nearly Headless Nick', 'Hermione']","['Nearly Headless Nick', 'Hermione']",['Hermione Granger']
"Ron gave an 
enormous swallow and said, “How can it know if the 
school’s in danger if it’s a hat?” 

“I have no idea,” said Nearly Headless Nick.","['Ron', 'Nearly Headless Nick']","['Ron', 'Nearly Headless Nick']",['Ron Weasley']
